Drive,Predicted_TTF,Status,smart_1_raw,smart_3_raw,smart_4_raw,smart_5_raw,smart_7_raw,smart_9_raw,smart_10_raw,smart_12_raw,smart_192_raw,smart_193_raw,smart_194_raw,smart_197_raw,smart_198_raw,smart_199_raw,smart_240_raw,issues
3696,184.64,preventative measures,16283984,0,3,0,8.4497109e-316,4399,0,3,0.0,38743.0,36.0,0,0,0,2.0227e-320,{}
3699,94.81,preventative measures,214100448,0,3,0,8.0349774e-316,4255,0,3,0.0,39025.0,35.0,8,8,0,1.948e-320,{'SMART 197: Current Pending Sector Count': 'Warning'}
3707,190.3,preventative measures,29537008,0,1,0,1.6699677e-316,1022,0,1,0.0,6739.0,29.0,0,0,0,4.35e-321,{}
3710,99.45,preventative measures,62894056,0,2,0,8.13541625e-316,4421,0,2,0.0,40224.0,38.0,0,0,0,2.021e-320,{}
3712,105.07,preventative measures,169238936,0,5,0,3.19068156e-315,21137,0,5,2.0,4639.0,22.0,0,0,0,3.9513683633987e-310,{}
3716,124.83,preventative measures,0,4183,26,0,0.0,32589,0,23,11.0,26.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
3718,95.06,preventative measures,0,4158,38,0,0.0,29136,0,36,26.0,38.0,38.0,0,0,2,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
3721,95.44,preventative measures,131800960,0,15,0,2.081072276e-315,19776,0,14,3.0,10698.0,22.0,0,0,0,5.99930650119235e-310,{}
3722,88.35,preventative measures,88351800,0,7,0,2.322676746e-315,19379,0,7,1.0,19210.0,25.0,0,0,0,8.7492008466814e-310,{}
3723,154.19,preventative measures,142831880,0,13,0,1.61789655e-315,7883,0,13,0.0,44084.0,22.0,0,0,0,3.8137e-320,{}
3726,107.1,preventative measures,216437552,0,9,0,4.042342586e-315,17086,0,9,1.0,58298.0,32.0,0,0,0,8.3255e-320,{}
3733,157.47,preventative measures,33570288,0,29,0,1.516908697e-314,23059,0,29,12.0,29.0,30.0,0,0,0,1.00226105210264e-309,{}
3744,96.6,preventative measures,137605928,0,13,0,3.312669405e-315,22032,0,13,6.0,18078.0,25.0,0,0,0,1.0849e-319,{}
3752,184.77,preventative measures,96337168,0,64,0,2.28104154e-314,18047,0,64,46.0,5357.0,22.0,0,0,0,8.8186e-320,{}
3754,157.47,preventative measures,33570288,0,29,0,1.516908697e-314,23059,0,29,12.0,29.0,30.0,0,0,0,1.00226105210264e-309,{}
3764,100.69,preventative measures,233594056,0,23,0,1.82539223e-315,18192,0,23,11.0,31294.0,22.0,0,0,1,8.9263e-320,{}
3770,103.82,preventative measures,82617360,0,7,0,1.985842284e-315,20335,0,7,1.0,8760.0,20.0,0,0,0,1.0023e-319,{}
3787,103.94,preventative measures,145017736,0,13,0,2.71804173e-315,26083,0,13,0.0,178257.0,25.0,0,0,0,1.2453993309984e-310,{}
3789,86.72,preventative measures,0,4158,38,0,0.0,29328,0,36,26.0,38.0,38.0,0,0,2,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
3800,102.92,preventative measures,232559608,0,9,0,7.0653402e-316,17767,0,9,1.0,25119.0,34.0,0,0,0,5.6827047290764e-310,{}
3811,87.41,preventative measures,4259096,0,22,0,2.914242615e-315,25955,0,22,0.0,177773.0,28.0,0,0,0,3.5853240896889e-310,{}
3831,101.87,preventative measures,0,4208,24,0,0.0,33034,0,21,12.0,24.0,34.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
3841,83.45,preventative measures,71697121,570,15,217,0.0,25581,0,15,18.0,18.0,20.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
3852,105.04,preventative measures,0,634,113,256,0.0,40609,0,111,1088.0,1088.0,31.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
3887,96.02,preventative measures,215126544,0,2,0,8.0523321e-316,4349,0,2,0.0,40008.0,38.0,0,0,0,1.9856e-320,{}
3891,109.97,preventative measures,23205568,0,11,0,3.22322228e-315,21601,0,11,5.0,15288.0,26.0,0,0,0,1.0642e-319,{}
3893,95.05,preventative measures,178972464,0,7,0,3.01579636e-315,10766,0,7,3.0,4890.0,20.0,0,0,0,5.31e-320,{}
3905,87.57,preventative measures,4128768,566,32,545,0.0,38427,0,32,1463.0,1463.0,29.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
3906,90.36,preventative measures,180528448,0,8,0,3.514509465e-315,21988,0,8,3.0,9304.0,27.0,0,0,0,1.85992931186514e-310,{}
3907,85.08,preventative measures,720903,628,34,1,0.0,48000,0,33,1376.0,1376.0,27.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Warning'}
3936,118.34,preventative measures,115098968,0,8,0,4.01135963e-315,15009,0,8,1.0,15676.0,29.0,0,0,0,7.289e-320,{}
3945,112.16,preventative measures,143154896,0,22,0,2.345134025e-315,20929,0,22,5.0,75868.0,22.0,0,0,2,8.2819373735755e-310,{}
3952,102.79,preventative measures,7,434,30,0,0.0,17029,1,29,685.0,685.0,23.0,0,0,157,0.0,{'SMART 199: UltraDMA CRC Error Count': 'Critical'}
3956,93.3,preventative measures,0,4058,61,0,0.0,35826,0,59,17.0,43.0,39.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
3966,87.02,preventative measures,0,4158,38,0,0.0,29304,0,36,26.0,38.0,38.0,0,0,2,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
3978,113.62,preventative measures,95433928,0,11,0,4.039412273e-315,17279,0,11,1.0,64883.0,30.0,0,0,304,8.4036e-320,{'SMART 199: UltraDMA CRC Error Count': 'Critical'}
3984,106.68,preventative measures,0,4183,26,0,0.0,32805,0,23,11.0,26.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4004,81.83,preventative measures,64345976,0,7,0,2.610190837e-315,11070,0,7,1.0,30517.0,25.0,0,0,0,5.413e-320,{}
4018,88.04,preventative measures,94342824,0,8,0,2.475779087e-315,9826,0,8,0.0,3041.0,34.0,0,0,0,4.8483e-320,{}
4030,123.25,preventative measures,0,560,19,99,0.0,37023,0,19,1348.0,1348.0,29.0,0,0,12251,0.0,"{'SMART 5: Reallocated Sectors Count': 'Critical', 'SMART 199: UltraDMA CRC Error Count': 'Critical'}"
4031,89.98,preventative measures,218314688,0,7,0,3.0272362e-315,10815,0,7,3.0,4890.0,19.0,0,0,0,5.3344e-320,{}
4034,107.18,preventative measures,110614736,0,10,0,2.897468336e-315,26780,0,10,0.0,136016.0,31.0,0,0,0,6.87972255520495e-310,{}
4105,119.22,preventative measures,149916216,0,8,0,3.53825889e-315,22108,0,8,3.0,9306.0,28.0,0,0,0,2.822678802232e-310,{}
4109,161.29,preventative measures,8913005,572,15,1,0.0,23942,0,15,20.0,20.0,21.0,16,0,0,0.0,"{'SMART 5: Reallocated Sectors Count': 'Warning', 'SMART 197: Current Pending Sector Count': 'Critical'}"
4115,105.32,preventative measures,14944784,0,13,0,3.08427632e-315,26871,0,13,0.0,141934.0,34.0,0,0,0,9.5356124871811e-310,{}
4120,91.0,preventative measures,58114600,0,20,0,2.81027063e-315,25861,0,20,0.0,160732.0,28.0,0,0,0,9.34017667478244e-310,{}
4122,105.22,preventative measures,18,6066,31,0,0.0,14558,0,30,5.0,230614.0,24.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
4175,89.04,preventative measures,0,4133,16,0,0.0,36235,0,15,6.0,9.0,29.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4187,110.37,preventative measures,0,650,136,0,0.0,2270,0,136,38.0,22418.0,29.0,0,0,0,0.0,{}
4192,130.81,preventative measures,41082800,0,5,0,6.54133296e-316,15488,0,5,3.0,5913.0,28.0,0,0,0,1.31232707704073e-309,{}
4217,170.52,preventative measures,183544483,0,28,0,1.498686795e-314,23061,0,28,11.0,28.0,30.0,0,0,0,1.34992884249441e-309,{}
4226,81.76,preventative measures,95789176,0,13,0,6.6412803e-316,16447,0,13,2.0,28183.0,24.0,0,0,2,8.068e-320,{}
4233,117.44,preventative measures,89653448,0,8,0,1.818924557e-315,17597,0,8,4.0,579.0,35.0,0,0,0,9.5489819284e-313,{}
4235,127.0,preventative measures,226782400,0,2,0,2.16295041e-315,9967,0,2,0.0,9642.0,32.0,0,0,0,4.892e-320,{}
4238,99.35,preventative measures,28404968,0,9,0,1.555360263e-315,21506,0,9,3.0,19874.0,27.0,0,0,0,1.0526e-319,{}
4240,99.59,preventative measures,0,4183,26,0,0.0,32948,0,23,11.0,26.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4251,157.56,preventative measures,0,8875,7,0,0.0,9429,0,7,0.0,492.0,26.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Critical'}
4260,99.84,preventative measures,65537,628,34,1,0.0,48024,0,33,1377.0,1377.0,27.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Warning'}
4273,194.49,preventative measures,80290960,0,5,0,3.72763953e-316,2647,0,5,0.0,42805.0,22.0,0,0,0,7.777e-321,{}
4275,80.57,preventative measures,171935352,0,13,0,1.674874545e-315,7234,0,13,0.0,10739.0,32.0,0,0,0,3.542e-320,{}
4285,104.77,preventative measures,37910776,0,7,0,2.42133667e-315,7141,0,7,0.0,7590.0,23.0,0,0,0,3.5133e-320,{}
4296,134.98,preventative measures,217450136,0,3,0,1.56173689e-315,7880,0,3,0.0,43652.0,18.0,8,8,0,3.8196e-320,{'SMART 197: Current Pending Sector Count': 'Warning'}
4313,118.58,preventative measures,220188712,0,9,0,6.5953442e-316,17551,0,9,1.0,25119.0,31.0,0,0,0,9.01636011667215e-310,{}
4330,101.62,preventative measures,0,483,9,5,0.0,19905,0,8,10.0,10.0,25.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Warning'}
4334,82.34,preventative measures,238782360,0,17,0,3.577656983e-315,22855,0,17,5.0,13664.0,27.0,0,0,0,1.25182897707676e-309,{}
4337,112.83,preventative measures,87607568,0,1,0,1.23546097e-315,6297,0,1,0.0,19456.0,31.0,0,0,0,3.0504e-320,{}
4344,108.57,preventative measures,65411616,0,55,0,2.269110613e-315,20375,0,55,49.0,12770.0,27.0,0,0,2,7.51547249386263e-310,{}
4367,109.75,preventative measures,51563496,0,2,0,7.480952e-316,4060,0,2,0.0,40008.0,37.0,0,0,0,1.8434e-320,{}
4379,109.18,preventative measures,91102096,0,3,0,1.63733631e-315,8287,0,3,0.0,43654.0,20.0,8,8,0,4.0207e-320,{'SMART 197: Current Pending Sector Count': 'Warning'}
4386,109.36,preventative measures,221793456,0,1,0,2.5866435e-316,1358,0,1,0.0,6749.0,30.0,0,0,0,6.01e-321,{}
4391,87.55,preventative measures,94415136,0,5,0,1.40896593e-315,17270,0,5,1.0,6174.0,16.0,0,0,0,1.7026894235226e-310,{}
4409,127.51,preventative measures,56053064,0,8,0,2.43478464e-315,9609,0,8,0.0,3041.0,33.0,0,0,0,4.7415e-320,{}
4432,98.23,preventative measures,73564032,0,4,0,3.7263633e-316,1837,0,4,0.0,10238.0,32.0,0,0,0,8.46e-321,{}
4437,178.78,preventative measures,36477847,0,25,0,1.7964852484e-314,25155,0,25,10.0,25.0,34.0,0,0,0,8.07143539133743e-310,{}
4472,177.38,preventative measures,140165616,0,3,0,8.55558736e-316,4447,0,3,0.0,38767.0,35.0,0,0,0,2.0464e-320,{}
4480,119.04,preventative measures,0,612,19,53,0.0,43004,0,19,1105.0,1105.0,39.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
4494,114.72,preventative measures,1641864,0,7,0,2.38659676e-315,7020,0,7,0.0,7590.0,23.0,0,0,0,3.4535e-320,{}
4507,115.91,preventative measures,241422248,0,4,0,3.15742305e-316,1597,0,4,0.0,10238.0,32.0,0,0,0,7.273e-321,{}
4520,113.86,preventative measures,0,4208,30,0,0.0,34092,0,29,13.0,30.0,27.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4522,110.18,preventative measures,142249352,0,2,0,2.187407545e-315,10111,0,2,0.0,9642.0,29.0,0,0,0,4.964e-320,{}
4530,86.23,preventative measures,130110024,0,17,0,3.54299679e-315,22687,0,17,5.0,13664.0,27.0,0,0,0,6.9020035108115e-310,{}
4544,194.18,preventative measures,131172800,0,15,0,2.28263447e-315,19524,0,15,6.0,15977.0,29.0,0,0,0,3.528879009953e-311,{}
4561,153.73,preventative measures,243727864,0,20,0,2.84022172e-315,26274,0,20,0.0,168352.0,27.0,0,0,0,8.07716478001997e-310,{}
4570,170.65,preventative measures,63900552,0,7,0,2.201462433e-315,18971,0,7,1.0,19207.0,23.0,0,0,0,5.5649339627388e-310,{}
4593,110.25,preventative measures,101591928,0,20,121,7.707429e-316,27196,0,20,0.0,132962.0,25.0,0,0,0,4.8551263830985e-311,{'SMART 5: Reallocated Sectors Count': 'Critical'}
4595,102.73,preventative measures,131072,567,15,456,0.0,37275,0,15,1374.0,1374.0,24.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
4612,83.05,preventative measures,0,4133,16,0,0.0,36330,0,15,6.0,9.0,30.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4642,99.8,preventative measures,89951248,0,14,8,1.97316973e-315,18410,0,14,8.0,7004.0,28.0,0,0,0,9.079e-320,{'SMART 5: Reallocated Sectors Count': 'Critical'}
4648,139.46,preventative measures,185058400,0,10,0,2.08910751e-315,18870,0,11,2.0,9014.0,25.0,0,0,0,9.3047e-320,{}
4649,89.68,preventative measures,63385296,0,2,0,1.511731915e-315,7902,0,2,0.0,35667.0,23.0,0,0,0,3.837e-320,{}
4669,104.85,preventative measures,201134232,0,5,0,3.205968246e-315,21209,0,5,2.0,4639.0,22.0,0,0,0,1.2832132948171e-309,{}
4691,123.81,preventative measures,67384792,0,55,0,2.18161533e-315,19942,0,55,49.0,10497.0,28.0,0,0,2,6.3740509578815e-310,{}
4700,134.04,preventative measures,89085424,0,15,0,2.08012879e-315,19727,0,14,3.0,7990.0,22.0,0,0,0,8.231221682889e-311,{}
4713,106.98,preventative measures,98044472,0,5,0,8.2947308e-316,2557,0,5,0.0,2073.0,29.0,0,0,0,1.2386e-320,{}
4720,101.96,preventative measures,62472240,0,13,0,3.094642786e-315,27017,0,13,0.0,144720.0,31.0,0,0,0,1.11472682904263e-309,{}
4729,104.78,preventative measures,0,4208,30,0,0.0,34307,0,29,13.0,30.0,29.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4733,101.04,preventative measures,94538016,0,11,0,3.236743807e-315,21767,0,11,4.0,17754.0,25.0,0,0,0,1.0719e-319,{}
4737,100.7,preventative measures,32192472,0,4,0,3.4196905e-316,1717,0,4,0.0,10238.0,32.0,0,0,0,7.866e-321,{}
4742,135.03,preventative measures,117247832,0,9,0,4.034471186e-315,17039,0,9,1.0,58298.0,33.0,0,0,0,8.3023e-320,{}
4745,102.08,preventative measures,135697192,0,26,0,7.5146704e-316,17586,0,26,6.0,30765.0,22.0,0,0,0,8.5577e-320,{}
4788,92.88,preventative measures,27459699,566,32,545,0.0,38355,0,32,1460.0,1460.0,29.0,0,0,0,0.0,{'SMART 5: Reallocated Sectors Count': 'Critical'}
4792,86.32,preventative measures,100388504,0,8,0,2.45779157e-315,9730,0,8,0.0,3041.0,36.0,0,0,0,4.801e-320,{}
4803,129.97,preventative measures,0,561,23,0,0.0,37119,0,23,1348.0,1348.0,31.0,0,0,0,0.0,{}
4805,89.8,preventative measures,0,4158,38,0,0.0,29280,0,36,26.0,38.0,38.0,0,0,2,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4820,103.3,preventative measures,0,4091,22,0,0.0,32877,0,20,11.0,22.0,32.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4831,122.86,preventative measures,224800136,0,14,0,2.16599466e-315,19469,0,14,6.0,25971.0,31.0,0,0,0,1.31973284237039e-309,{}
4841,106.93,preventative measures,216345480,0,9,0,1.41296328e-315,17162,0,9,4.0,35110.0,20.0,0,0,0,8.409e-320,{}
4874,175.14,preventative measures,84413192,0,4,0,1.7219053e-316,1063,0,4,0.0,6673.0,30.0,0,0,0,4.47e-321,{}
4908,115.03,preventative measures,0,4183,26,0,0.0,32637,0,23,11.0,26.0,31.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4909,115.02,preventative measures,201019640,0,7,0,1.990858987e-315,20359,0,7,1.0,8760.0,19.0,0,0,0,1.00345e-319,{}
4914,110.9,preventative measures,60170096,0,1,0,1.3867264e-315,6369,0,1,0.0,17495.0,26.0,0,0,0,3.0904e-320,{}
4921,113.65,preventative measures,0,4091,22,0,0.0,32614,0,20,11.0,22.0,32.0,0,0,0,0.0,{'SMART 3: Spin-Up Time': 'Warning'}
4955,115.08,preventative measures,81485032,0,5,0,7.23340593e-316,15800,0,5,3.0,5913.0,29.0,0,0,0,7.29754352590664e-310,{}
4978,108.83,preventative measures,220940016,0,14,0,2.143410945e-315,19398,0,14,6.0,25971.0,31.0,0,0,0,2.45366373404313e-310,{}
4985,144.01,preventative measures,209854936,0,7,0,2.352143033e-315,6901,0,7,0.0,7590.0,22.0,0,0,0,3.3947e-320,{}
4987,119.55,preventative measures,113995618,0,29,0,1.524735715e-314,23154,0,29,12.0,29.0,31.0,0,0,0,7.05881899979e-310,{}
5000,104.55,preventative measures,52289088,0,1,0,1.393451606e-315,6416,0,1,0.0,17498.0,26.0,0,0,0,3.1136e-320,{}
5001,110.52,preventative measures,197629384,0,55,0,2.196216755e-315,20038,0,55,49.0,12195.0,26.0,0,0,2,3.02172200731897e-310,{}
5005,113.09,preventative measures,164636672,0,55,0,2.24912061e-315,20278,0,55,49.0,12770.0,27.0,0,0,2,1.9108572107604e-310,{}
